period,date,afs_spi,financial_insurance_spi,real_estate_spi,professional_scientific_technical_spi,administrative_support_spi,foreign_tourists_thousand,accommodation_occupancy_rate_total,average_room_rental_rate_total,share_foreign_tourists_total_guests_total,food_non_alcoholic_cpi_index,food_non_alcoholic_cpi_yoy,core_cpi_index,core_cpi_yoy,policy_intensity_m,delivery_intensity_m,active_events,equal_low_spi,synthetic_low_spi,log_afs_spi,log_equal_low_spi,log_synthetic_low_spi,log_afs_minus_equal_low,log_afs_minus_synthetic_low,estimand,restaurant_hotel_gap_design_dropped,period_month,month,food_non_alcoholic_cpi_yoy_original,core_cpi_yoy_original,food_cpi_yoy,time_index,log_spi_afs,log_spi_financial,log_spi_real_estate,log_spi_professional,log_spi_admin_support,retail_spi,transport_spi,information_spi,log_spi_retail,log_spi_transport,log_spi_information,private_consumption_index,services_index,nonresident_expenditure_index,log_foreign_tourists_thousand,log_nonresident_expenditure_index,z_food_non_alcoholic_cpi_yoy,z_food_cpi_yoy,z_core_cpi_yoy,z_foreign_tourists_thousand,z_accommodation_occupancy_rate_total,z_average_room_rental_rate_total,z_share_foreign_tourists_total_guests_total,z_nonresident_expenditure_index,z_private_consumption_index,z_services_index,log_low_equal_main,low_equal_main,gap_equal_main,log_low_equal_admin,low_equal_admin,gap_equal_admin,log_low_synthetic_main,low_synth_main,gap_synthetic_main,gap_synth_main,policy_active,delivery_active
2023-05,2023-05-01,116.21,106.1,101.02,106.63,112.38,2013.85,64.43,1358.93,21.67,100.36,3.9892239146202435,99.99,1.5539305301645268,0.0,0.0,,104.58333333333333,104.66909578063861,4.755398899234782,4.649984201777884,4.650803905066113,0.10541469745689813,0.1045949941686688,accommodation-and-food-service relative response,True,2023-05,5,100.36,99.99,3.9892239146202435,88,4.755398899234782,4.664382045619937,4.615318517039906,4.669364898030088,4.721885985684052,104.54,122.16,102.45,4.649569773284776,4.805331660910377,4.629374874684909,150.42,174.54,97.44,7.607803591855381,4.579236803961587,0.9576726032494062,0.9576726032494062,0.975058804850321,-0.14885855452749047,0.292851370611491,-0.40185453400050086,-0.12238047596218167,-0.6998800776304384,0.9749857926826715,0.3656651448869472,4.649688486896644,4.649688486896644,0.10571041233813805,4.667737861593496,4.667737861593496,0.0876610376412863,4.652684660639213,4.652684660639213,0.10271423859556883,0.10271423859556883,0,0
2023-06,2023-06-01,113.4,107.18,100.31,113.7,111.27,2241.2,64.51,1387.96,21.95,100.34,3.3687029978366256,100.0,1.317122593718345,0.0,0.0,,107.06333333333333,106.69299911593188,4.730921391293652,4.673420559669536,4.669955543370952,0.057500831624116344,0.060965847922700434,accommodation-and-food-service relative response,True,2023-06,6,100.34,100.0,3.3687029978366256,89,4.730921391293652,4.674509664066704,4.608265390895394,4.73356340075649,4.711959680169609,100.59,122.44,108.37,4.611052849146247,4.807621114077212,4.685551297934904,144.81,169.46,106.48,7.7147667156911295,4.667957174086856,0.7028449446145131,0.7028449446145131,0.6586219220530884,0.03456033642259931,0.29663953609961646,-0.31982853842791875,-0.10000663801687165,-0.6224722922049413,0.6079398899341633,0.20607375222581742,4.672112818572863,4.672112818572863,0.05880857272078899,4.68207453397205,4.68207453397205,0.04884685732160232,4.6642430634541325,4.6642430634541325,0.06667832783951955,0.06667832783951955,0,0
2023-07,2023-07-01,124.31,105.54,98.72,101.89,110.24,2490.64,65.92,1447.19,21.63,99.74,1.4855514855514729,100.04,0.8569412239137097,0.0,0.0,,102.05,102.5306373927015,4.822778445803624,4.625462889255854,4.630161655308551,0.19731555654777022,0.19261679049507308,accommodation-and-food-service relative response,True,2023-07,7,99.74,100.04,1.4855514855514729,90,4.822778445803624,4.659090027977522,4.592287560157078,4.6238937999861935,4.7026598072653485,100.09,128.45,92.27,4.606069781230928,4.855539723555893,4.524719061590464,153.49,192.67,137.86,7.820294984545137,4.926238677457506,-0.07050383018226355,-0.07050383018226355,0.04370014042845373,0.2358007505795838,0.3634059528278283,-0.15247064253525444,-0.12557673852579765,-0.35377137332749703,1.175846919498702,0.935230489167713,4.625090462706931,4.625090462706931,0.1976879830966931,4.644482798846536,4.644482798846536,0.17829564695708822,4.638729274832558,4.638729274832558,0.18404917097106566,0.18404917097106566,0,0
2023-08,2023-08-01,127.19,108.58,99.42,103.32,114.5,2468.04,66.7,1509.68,22.24,99.97,0.7457422150559223,100.06,0.7856567284447946,0.0,0.0,,103.77333333333333,104.44885314664035,4.845682031463393,4.642209033423078,4.648697508015443,0.20347299804031493,0.19698452344794948,accommodation-and-food-service relative response,True,2023-08,8,99.97,100.06,0.7457422150559223,91,4.845682031463393,4.687487228477305,4.599353300666526,4.6378309682276395,4.740574822994295,101.49,127.23,98.05,4.619960271460727,4.845996472154609,4.585477552642355,153.75,192.3,141.43,7.811179592349369,4.951804895032408,-0.3743193167156686,-0.3743193167156686,-0.05155445228695298,0.21756777527511045,0.400340566337052,0.024098577696597477,-0.07683373443065758,-0.32320214833092364,1.1928579595547821,0.9236067066313716,4.64155716579049,4.64155716579049,0.20412486567290244,4.666311580091441,4.666311580091441,0.17937045137195184,4.660284621706442,4.660284621706442,0.18539740975695107,0.18539740975695107,0,0
2023-09,2023-09-01,117.47,105.04,92.36,107.77,113.17,2130.6,64.51,1554.81,21.25,99.8,-0.10010010010010895,100.04,0.633739060456695,0.0,0.0,,101.72333333333334,101.81948699429896,4.766182981835795,4.622256709711591,4.623201510102619,0.1439262721242036,0.14298147173317588,accommodation-and-food-service relative response,True,2023-09,9,99.8,100.04,-0.10010010010010895,92,4.766182981835795,4.65434122999454,4.525693984486295,4.6799993266087405,4.72889111297785,95.75,120.48,98.23,4.561740628060756,4.791483764051583,4.5873116676867784,151.11,183.05,84.55,7.664158909177097,4.4373430753445895,-0.7216791089733906,-0.7216791089733906,-0.2545558973458028,-0.054668294934690866,0.29663953609961646,0.1516160830424681,-0.15594123288014713,-0.8102546743267499,1.0201304759084258,0.6330121432228175,4.620011513696525,4.620011513696525,0.1461714681392694,4.647231413516856,4.647231413516856,0.1189515683189386,4.6250001530118094,4.6250001530118094,0.14118282882398514,0.14118282882398514,0,0
2023-10,2023-10-01,126.44,94.51,107.63,109.12,121.41,2197.02,65.99,1643.77,20.2,99.99,-0.6458664546899917,100.11,0.6535290569072982,0.0,0.0,,103.75333333333333,102.19280078908511,4.839767887347417,4.6420162871087545,4.6268612329115655,0.19775160023866256,0.21290665443585155,accommodation-and-food-service relative response,True,2023-10,10,99.99,100.11,-0.6458664546899917,93,4.839767887347417,4.548705649006965,4.678699419276207,4.692448194095152,4.799173247555884,108.48,131.76,119.66,4.686565824192085,4.880982085869385,4.7846543879618855,148.09,178.51,106.65,7.694857175665888,4.669552444917359,-0.9458075122876951,-0.9458075122876951,-0.22811132423995012,-0.0010827099911897397,0.36672059762993775,0.40297786623698806,-0.23984312517506048,-0.621016614824152,0.8225407029493345,0.4903851899390509,4.639951087459441,4.639951087459441,0.19981679988797563,4.6797566274835525,4.6797566274835525,0.16001125986386455,4.596275018699775,4.596275018699775,0.24349286864764164,0.24349286864764164,0,0
2023-11,2023-11-01,133.74,99.51,109.8,107.45,120.21,2637.08,70.44,1691.6,21.91,100.22,0.19996000799840097,100.17,0.5823877899387542,0.0,0.0,,105.58666666666666,104.65760438923033,4.895897616625833,4.659532100674102,4.650694111223182,0.2363655159517304,0.24520350540265046,accommodation-and-food-service relative response,True,2023-11,11,100.22,100.17,0.19996000799840097,94,4.895897616625833,4.600258141627071,4.69866052907543,4.67702562308852,4.7892402133161625,106.55,126.24,110.11,4.668614358544626,4.838184857097564,4.7014798661255,151.59,188.93,154.57,7.877427523397854,5.040647068164227,-0.5984542301202901,-0.5984542301202901,-0.3231745264941024,0.3539439764020213,0.5774373029069191,0.5381243825386277,-0.10320290058048734,-0.21068684960403986,1.0515354729350355,0.8177360386652279,4.658648097930341,4.658648097930341,0.23724951869549216,4.6912961267767965,4.6912961267767965,0.20460148984903626,4.632882637009832,4.632882637009832,0.26301497961600084,0.26301497961600084,0,0
2023-12,2023-12-01,165.29,97.22,108.85,120.87,128.46,3261.26,75.0,1743.19,21.8,99.71,-0.6179607295923484,100.22,0.5720020070245857,0.0,0.0,,108.98,106.70009112172036,5.107701506929262,4.691164379154952,4.670022012306597,0.4165371277743093,0.43767949462266476,accommodation-and-food-service relative response,True,2023-12,12,99.71,100.22,-0.6179607295923484,95,5.107701506929262,4.576976451617309,4.689970787680556,4.794715587871366,4.855617571829646,109.75,132.46,115.83,4.698205051955281,4.886280713056833,4.752123598944254,158.18,209.97,209.2,8.089868902755168,5.343290732190768,-0.9343475430960019,-0.9343475430960019,-0.33705262880810627,0.8575129377093762,0.7933627357300729,0.6838950029860795,-0.11199262263043058,0.2570993581166349,1.4826999112795411,1.478720861812901,4.687220942389744,4.687220942389744,0.42048056453951776,4.729320099749719,4.729320099749719,0.3783814071795426,4.628126415643986,4.628126415643986,0.47957509128527587,0.47957509128527587,0,0
2024-01,2024-01-01,161.81,101.5,104.78,111.84,122.27,3035.3,74.64,1815.72,23.04,99.39,-1.0749477455957002,100.25,0.5314881668672333,0.0,0.0,,106.04,105.08944984124417,5.086422807411717,4.663816381420824,4.654811890743849,0.4226064259908924,0.4316109166678679,accommodation-and-food-service relative response,True,2024-01,1,99.39,100.25,-1.0749477455957002,96,5.086422807411717,4.620058798481842,4.651862913980073,4.7170692784855,4.806231714156099,109.75,129.35,107.71,4.698205051955281,4.862521908632038,4.679442430362679,145.92,178.62,225.84,8.018065545396057,5.419826783945234,-1.1220171738286737,-1.1220171738286737,-0.391189637397983,0.6752154554173934,0.7763159910335081,0.8888328417349388,-0.01290848315834263,0.3995844852715322,0.6805639455581989,0.4938409090714774,4.662996996982471,4.662996996982471,0.42342581042924543,4.698805676275878,4.698805676275878,0.38761713113583873,4.638229142009407,4.638229142009407,0.44819366540231,0.44819366540231,0,0
2024-02,2024-02-01,156.07,100.07,102.1,112.3,115.65,3352.3,74.13,1866.9,25.38,99.07,-0.9795102448775683,100.26,0.430732244816201,0.0,0.0,,104.82333333333332,103.74643159071378,5.050304624554462,4.652276393415363,4.641949764212937,0.398028231139099,0.40835486034152524,accommodation-and-food-service relative response,True,2024-02,2,99.07,100.26,-0.9795102448775683,97,5.050304624554462,4.605869941102364,4.625952725170619,4.721173861744398,4.750568388677448,101.76,134.09,99.6,4.622617099591812,4.898511216291551,4.601162164590552,135.46,170.74,251.56,8.117401956403876,5.527681529675303,-1.0828241116833597,-1.0828241116833597,-0.525825707352655,0.9309611709712903,0.7521664360467077,1.0334449827409589,0.1740728768131784,0.6198199101768178,-0.0038032813133516224,0.24628575667586602,4.65099884267246,4.65099884267246,0.39930578188200183,4.675891229173707,4.675891229173707,0.37441339538075535,4.62305226163123,4.62305226163123,0.4272523629232321,0.4272523629232321,0,0
2024-03,2024-03-01,155.07,102.6,100.84,114.64,126.36,2982.72,71.37,1923.72,23.23,98.94,-0.5728067530901493,100.26,0.3804565478574329,0.0,0.0,,106.02666666666666,105.06280714973764,5.043876627876058,4.6636906348000995,4.654558334659981,0.38018599307595835,0.3893182932160766,accommodation-and-food-service relative response,True,2024-03,3,98.94,100.26,-0.5728067530901493,98,5.043876627876058,4.630837932736669,4.6135351023197195,4.741796783519916,4.839134975933884,111.35,142.73,104.52,4.712678393703377,4.960954733641677,4.649378440652412,151.71,182.48,187.0,8.000590914872792,5.231108616854587,-0.9158042808160571,-0.9158042808160571,-0.5930070909871789,0.632795550925835,0.6214747267063784,1.1939932799656958,0.002273764018832258,0.06700501780180837,1.0593867221916884,0.6151052349911545,4.662056606192102,4.662056606192102,0.38182002168395623,4.706326198627547,4.706326198627547,0.33755042924851075,4.638247050625652,4.638247050625652,0.40562957725040594,0.40562957725040594,0,0
2024-04,2024-04-01,149.55,101.03,101.96,116.29,119.21,2757.13,74.16,1985.51,20.99,100.13,0.2804206309464208,100.3,0.37025918142699066,0.0,0.0,,106.42666666666668,105.12403676589298,5.007630785075957,4.667456172072369,4.6551409555010075,0.34017461300358764,0.35248982957494945,accommodation-and-food-service relative response,True,2024-04,4,100.13,100.3,0.2804206309464208,99,5.007630785075957,4.615417502439641,4.6245805795079145,4.756087071304952,4.78088664372991,126.13,134.94,102.25,4.837313121099101,4.904830235199279,4.627420794922911,160.28,210.58,162.37,7.921945562614356,5.089877681599023,-0.565411682152002,-0.565411682152002,-0.6066334199625324,0.4507965730968017,0.7535869981047548,1.3685846084682742,-0.1767169395436496,-0.14389694625018173,1.6200967732709612,1.4978843951836276,4.6653617177508355,4.6653617177508355,0.3422690673251214,4.694242949245604,4.694242949245604,0.313387835830353,4.632558513576855,4.632558513576855,0.3750722714991017,0.3750722714991017,0,0
2024-05,2024-05-01,136.74,106.91,102.12,112.59,122.43,2633.46,69.44,2007.94,21.25,101.5,1.1359107214029551,100.38,0.3900390039003998,0.0,0.0,,107.20666666666666,106.85342427799152,4.918081312485648,4.674758435757769,4.671458028776134,0.24332287672787878,0.24662328370951414,accommodation-and-food-service relative response,True,2024-05,5,101.5,100.38,1.1359107214029551,100,4.918081312485648,4.671987359025408,4.6261485923732835,4.723752901815039,4.807539438085824,122.49,128.9,102.01,4.808029393999594,4.859036909945142,4.625070847694428,155.96,195.4,137.45,7.876053849895997,4.923260214611255,-0.21408986391841733,-0.21408986391841733,-0.5802024419315629,0.3510234732780305,0.5300852343053503,1.4319619105934214,-0.15594123288014713,-0.3572821246576359,1.337451800031468,1.0209951549088327,4.6739629510712435,4.6739629510712435,0.24411836141440446,4.707357072824889,4.707357072824889,0.2107242396607587,4.666034779308994,4.666034779308994,0.25204653317665393,0.25204653317665393,0,0
2024-06,2024-06-01,133.82,107.97,100.85,115.84,117.29,2740.37,68.0,1921.15,22.02,100.82,0.47837352999799965,100.37,0.37000000000000366,0.0,0.0,,108.21999999999998,107.74294120847128,4.896495613354671,4.684166192214589,4.679748216011677,0.21232942114008146,0.21674739734299386,accommodation-and-food-service relative response,True,2024-06,6,100.82,100.37,0.47837352999799965,101,4.896495613354671,4.681853410759049,4.613634264400221,4.752209928637407,4.764649500533414,114.37,130.76,103.52,4.7394388067931255,4.87336358185601,4.639764830752591,150.18,188.43,142.22,7.9158482267618595,4.957375154455372,-0.4841188966536954,-0.4841188966536954,-0.6069797536372626,0.43727512769401505,0.4618982555190913,1.1867315917596493,-0.09441317853054408,-0.316437529914315,0.9592832941693675,0.8020282244269278,4.682565867932226,4.682565867932226,0.21392974542244492,4.7030867760825235,4.7030867760825235,0.19340883727214742,4.672288637959295,4.672288637959295,0.2242069753953757,0.2242069753953757,0,0
2024-07,2024-07-01,146.72,108.4,99.76,114.99,119.67,3103.42,69.75,1895.63,23.08,101.01,1.273310607579714,100.56,0.5197920831667258,0.0,0.0,,107.71666666666668,107.38582328108996,4.988526008508154,4.679504323040795,4.676428174117125,0.30902168546735975,0.31209783439102967,accommodation-and-food-service relative response,True,2024-07,7,101.01,100.56,1.273310607579714,102,4.988526008508154,4.685828089005546,4.602767301371781,4.744845168060573,4.784737954585425,120.99,140.98,99.23,4.7957078975533864,4.94861803634573,4.5974403879261505,161.5,217.7,175.13,8.04026000817331,5.165528555284573,-0.15766422161676744,-0.15766422161676744,-0.4068186417407714,0.7301725473528237,0.5447643755718367,1.1146233104295666,-0.009712220594726954,-0.034635514609767916,1.6999178073802625,1.721563669937022,4.6778135194793,4.6778135194793,0.3107124890288544,4.704544628255832,4.704544628255832,0.2839813802523228,4.671367947430495,4.671367947430495,0.3171580610776594,0.3171580610776594,0,0
2024-08,2024-08-01,147.21,109.16,100.51,113.5,117.64,2963.15,69.06,1833.96,24.24,101.79,1.8205461638491682,100.69,0.6296222266640061,0.0,0.0,,107.72333333333334,107.5812977229652,4.991860138769922,4.679566211888444,4.678246819636862,0.3122939268814777,0.3136133191330597,accommodation-and-food-service relative response,True,2024-08,8,101.79,100.69,1.8205461638491682,103,4.991860138769922,4.692814695840138,4.610257225036649,4.7318028369214575,4.7676291136857945,133.15,140.13,96.49,4.891476312259941,4.942570563182127,4.569439376032292,160.35,212.29,171.01,7.994008170659391,5.141722034324962,0.06706753480609655,0.06706753480609655,-0.26005705609876906,0.6170070851422712,0.5120914482367543,0.9403710490805778,0.08297939375012965,-0.06991428407360066,1.6246766686706748,1.5516051198786138,4.678291585932747,4.678291585932747,0.31356855283717433,4.700625967871009,4.700625967871009,0.291234170898913,4.676364408721868,4.676364408721868,0.3154957300480534,0.3154957300480534,0,0
2024-09,2024-09-01,130.79,107.52,103.42,120.77,121.44,2521.01,66.8,1779.96,24.13,102.05,2.254509018036077,100.8,0.7596961215513787,0.0,0.0,,110.57,109.56470499653683,4.8735929835010605,4.70564880455431,4.696515287946474,0.16794417894675018,0.17707769555458608,accommodation-and-food-service relative response,True,2024-09,9,102.05,100.8,2.254509018036077,104,4.8735929835010605,4.677676876774839,4.638798366968075,4.793887910287284,4.79942031364732,119.34,130.9,101.93,4.781976562093936,4.874433672915854,4.624286303180321,155.1,198.37,115.95,7.832414893859942,4.753159063701541,0.2452818948314942,0.2452818948314942,-0.08624456294861087,0.2603023196059937,0.4050757731972086,0.7877908299651993,0.0741896717001864,-0.5413824992868599,1.2811845136921234,1.114299571484336,4.703454384676733,4.703454384676733,0.17013859882432758,4.727445866919379,4.727445866919379,0.14614711658168122,4.680265384520724,4.680265384520724,0.19332759898033647,0.19332759898033647,0,0
