term,coef,std_error,t_value,p_value,ci_low,ci_high,nobs,r2,outcome,lag_length,spec,spec_type,interpretation_note,naive_std_error,standard_error_note,n_lags
month_7,-0.03488137253652923,0.04117911726064893,-0.8470646011118391,0.3969591146270277,-0.11559095928255282,0.04582821420949436,120.0,0.9316505795963165,gap_equal_main,3,C_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_8,-0.022618453534505922,0.042187688636971934,-0.5361387235299693,0.5918626791717356,-0.1053048038539606,0.060067896784948754,120.0,0.9316505795963165,gap_equal_main,3,C_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_9,-0.05723299660208167,0.046424139278626174,-1.232828383927237,0.2176397991707777,-0.14822263760146026,0.03375664439729692,120.0,0.9316505795963165,gap_equal_main,3,C_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_10,-0.03882334218505756,0.04547824666742077,-0.8536684025875039,0.39328874631368493,-0.127959067733231,0.05031238336311589,120.0,0.9316505795963165,gap_equal_main,3,C_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_11,-0.05031918990085645,0.04220297526948365,-1.1923138020375905,0.23313822465462364,-0.13303550146947898,0.03239712166776607,120.0,0.9316505795963165,gap_equal_main,3,C_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
month_12,0.03713875035728886,0.027901254145369363,1.331078171747796,0.18316329053208535,-0.017546702891133976,0.0918242036057117,120.0,0.9316505795963165,gap_equal_main,3,C_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
cumulative_policy_intensity_m_lag,0.18434074220971466,,,,,,,,gap_equal_main,3,C_tourism_month_fe,main_policy_only,Cumulative dynamic relative response; naive SE ignores lag covariance.,0.0659048900970094,naive_std_error ignores covariance across lag coefficients,4.0
const,0.09362023559561464,0.03111301956062404,3.0090372749965537,0.0026207695970638855,0.0326398378065013,0.15460063338472796,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
policy_intensity_m_lag0,-0.0035608541749668,0.03250647280089679,-0.10954292693572597,0.9127718758337763,-0.06727237012915535,0.06015066177922176,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
policy_intensity_m_lag1,0.043950855023514014,0.022714771213153448,1.9349019460105055,0.053002329361355925,-0.0005692784713339366,0.08847098851836196,111.0,0.9480400125554808,gap_equal_main,3,D_price_tourism_month_fe,main_policy_only,Dynamic relative response; not a pure causal effect or ATT.,,,
