period,date,afs_spi,financial_insurance_spi,real_estate_spi,professional_scientific_technical_spi,administrative_support_spi,foreign_tourists_thousand,accommodation_occupancy_rate_total,average_room_rental_rate_total,share_foreign_tourists_total_guests_total,food_non_alcoholic_cpi_index,food_non_alcoholic_cpi_yoy,core_cpi_index,core_cpi_yoy,policy_intensity_m,delivery_intensity_m,active_events,equal_low_spi,synthetic_low_spi,log_afs_spi,log_equal_low_spi,log_synthetic_low_spi,log_afs_minus_equal_low,log_afs_minus_synthetic_low,estimand,restaurant_hotel_gap_design_dropped
2024-07,2024-07-01,146.72,108.4,99.76,114.99,119.67,3103.42,69.75,1895.63,23.08,101.01,101.01,100.56,100.56,0.0,0.0,,107.71666666666668,107.38582328108996,4.988526008508154,4.679504323040795,4.676428174117125,0.30902168546735975,0.31209783439102967,accommodation-and-food-service relative response,True
2024-08,2024-08-01,147.21,109.16,100.51,113.5,117.64,2963.15,69.06,1833.96,24.24,101.79,101.79,100.69,100.69,0.0,0.0,,107.72333333333334,107.5812977229652,4.991860138769922,4.679566211888444,4.678246819636862,0.3122939268814777,0.3136133191330597,accommodation-and-food-service relative response,True
2024-09,2024-09-01,130.79,107.52,103.42,120.77,121.44,2521.01,66.8,1779.96,24.13,102.05,102.05,100.8,100.8,0.0,0.0,,110.57,109.56470499653683,4.8735929835010605,4.70564880455431,4.696515287946474,0.16794417894675018,0.17707769555458608,accommodation-and-food-service relative response,True
2024-10,2024-10-01,143.39,99.24,108.56,114.85,121.05,2679.18,69.38,1831.6,23.63,101.93,101.93,100.88,100.88,0.0,0.0,,107.55,106.00304313021098,4.965568190726947,4.677955855713739,4.663467802475553,0.2876123350132085,0.30210038825139396,accommodation-and-food-service relative response,True
2024-11,2024-11-01,167.37,99.09,110.95,115.8,123.67,3150.24,72.73,1862.15,22.49,101.5,101.5,100.97,100.97,0.0,0.0,,108.61333333333334,106.90910731675494,5.120206930525547,4.687794174672048,4.671979009133238,0.43241275585349914,0.44822792139230927,accommodation-and-food-service relative response,True
2024-12,2024-12-01,188.2,97.42,110.47,131.05,136.83,3627.44,78.37,1889.06,23.3,100.98,100.98,101.02,101.02,0.0,0.0,,112.98,109.8273723675857,5.23750522715128,4.727210811897116,4.698909790972364,0.5102944152541635,0.538595436178916,accommodation-and-food-service relative response,True
2025-01,2025-01-01,188.65,98.74,103.0,124.02,128.19,3709.1,78.22,1918.51,24.65,101.16,101.16,101.08,101.08,0.0,0.0,,108.58666666666666,106.35902155577713,5.23989344641032,4.687548625253993,4.6668203669697474,0.5523448211563267,0.5730730794405723,accommodation-and-food-service relative response,True
2025-02,2025-02-01,163.22,96.3,103.03,111.88,119.83,3119.45,75.1,1861.97,23.71,101.08,101.08,101.25,101.25,0.0,0.0,,103.73666666666666,102.25859348780907,5.095098984041097,4.641855636795944,4.627504835281974,0.45324334724515314,0.4675941487591224,accommodation-and-food-service relative response,True
2025-03,2025-03-01,162.66,98.5,102.86,137.9,135.3,2720.46,71.46,1790.82,22.92,101.27,101.27,101.12,101.12,0.0,0.0,,113.08666666666666,109.67319347100701,5.091662132738629,4.728154486399467,4.6975049752595135,0.363507646339162,0.39415715747911584,accommodation-and-food-service relative response,True
2025-04,2025-04-01,156.02,97.56,102.23,119.77,132.14,2547.12,76.64,1834.57,20.29,101.76,101.76,101.28,101.28,0.0,0.0,,106.52,104.53911656958398,5.049984204160167,4.668332760945732,4.649561322604186,0.38165144321443556,0.40042288155598094,accommodation-and-food-service relative response,True
2025-05,2025-05-01,138.22,101.85,102.12,116.16,142.72,2266.57,69.89,1753.85,19.05,102.4,102.4,101.47,101.47,0.0,0.0,,106.71,105.50389347630636,4.928846618663249,4.6701148746284735,4.658747857223835,0.25873174403477517,0.2700987614394137,accommodation-and-food-service relative response,True
2025-06,2025-06-01,132.49,100.73,101.08,114.9,123.12,2322.77,66.66,1794.8,19.62,102.47,102.47,101.43,101.43,0.0,0.0,,105.57000000000001,104.37357554255021,4.886507170880032,4.659374240001603,4.647976535581367,0.22713293087842867,0.23853063529866514,accommodation-and-food-service relative response,True
2025-07,2025-07-01,147.83,101.51,99.73,119.67,124.19,2610.37,67.27,1802.36,20.58,101.86,101.86,101.4,101.4,0.0,0.0,,106.97000000000001,105.49379285128136,4.996062964912999,4.67254842131804,4.658652115652365,0.3235145435949587,0.3374108492606336,accommodation-and-food-service relative response,True
2025-08,2025-08-01,151.31,102.08,100.41,118.3,115.13,2583.64,68.72,1741.44,21.0,101.71,101.71,101.51,101.51,0.0,0.0,,106.93,105.61354737418456,5.019330712463479,4.672174414768565,4.659786652572026,0.3471562976949141,0.3595440598914532,accommodation-and-food-service relative response,True
2025-09,2025-09-01,137.4,100.66,103.41,130.88,125.08,2235.85,66.2,1758.34,20.88,101.81,101.81,101.46,101.46,0.0,0.0,,111.64999999999999,109.04707383497995,4.922896379788249,4.7153689782861665,4.691779659045804,0.20752740150208204,0.2311167207424445,accommodation-and-food-service relative response,True
2025-10,2025-10-01,154.52,92.48,108.5,128.53,124.38,2573.74,69.5,1878.8,21.43,101.76,101.76,101.5,101.5,0.0967741935483871,0.0,Half-Half Plus 2025,109.83666666666666,106.4051340919113,5.040323537798081,4.698994413827587,4.667253828486945,0.3413291239704934,0.37306970931113526,accommodation-and-food-service relative response,True
2025-11,2025-11-01,163.17,92.87,111.44,125.44,123.22,2914.81,71.71,1876.4,22.35,102.05,102.05,101.64,101.64,1.0,0.8,Half-Half Plus 2025,109.91666666666667,106.71141578897851,5.094792602102979,4.699722502929315,4.670128142172158,0.3950700991736644,0.42466445993082136,accommodation-and-food-service relative response,True
2025-12,2025-12-01,202.36,93.74,111.14,142.02,148.52,3370.44,78.05,1972.03,21.94,102.52,102.52,101.62,101.62,1.0,1.0,Half-Half Plus 2025,115.63333333333333,111.14155549700773,5.310048289423736,4.750424265307594,4.710804663587987,0.5596240241161414,0.599243625835749,accommodation-and-food-service relative response,True
2026-01,2026-01-01,197.11,95.13,103.32,132.1,132.8,3277.91,77.02,1990.18,23.3,102.09,102.09,101.69,101.69,0.0,0.0,,110.18333333333332,106.87535066964625,5.283761948538838,4.702145645111477,4.671663208371038,0.5816163034273609,0.6120987401677995,accommodation-and-food-service relative response,True
2026-02,2026-02-01,177.76,96.12,103.35,134.74,125.31,3263.8,76.8,1954.96,24.06,101.34,101.34,101.82,101.82,0.0,0.0,,111.40333333333335,107.98167989500874,5.18043432589132,4.713157249247797,4.681961582133551,0.4672770766435228,0.49847274375776873,accommodation-and-food-service relative response,True
2026-03,2026-03-01,175.97,99.67,103.59,135.02,137.01,2775.2,70.86,1919.53,22.81,101.61,101.61,101.7,101.7,0.0,0.0,,112.75999999999999,109.69719469972011,5.17031352596367,4.7252616662459115,4.697723794481278,0.4450518597177586,0.47258973148239214,accommodation-and-food-service relative response,True
