category,method,outcome_name,outcome_col,spec,controls_requested,controls_used,coef_log_price,std_error,t_stat,p_value,n_obs,n_store_upc_clusters,n_weeks,first_stage_coef,first_stage_se,first_stage_t,first_stage_t2,cluster_type,fixed_effects,sample_note
bottled_juices,FE-IV,own_sales_future_cost_placebo,y_own_log_sales,B_ccount_only_future_cost_lead4,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo,1.6203399071802438,0.14587720150368025,11.107560951800718,0.0,5477641,36135,376,0.11999697414240947,0.004702676771625865,25.516738651149673,651.1039513910756,one-way,store_upc_id + week,log_cost_lead4 used as placebo instrument
bottled_juices,FE-IV,own_sales_lag2_placebo,y_own_log_sales_lag2,B_ccount_only_lagged_outcome_lag2,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo + cc_missing,log1p_cc_custcoun + log1p_cc_grocery + log1p_cc_convfood + log1p_cc_bottle + log1p_cc_promo,0.8212814695672349,0.10193196027772636,8.057153686925583,8.881784197001252e-16,5707401,36272,383,0.18335523246642557,0.007463442366947792,24.567113062790288,603.5430442399212,one-way,store_upc_id + week,y_own_log_sales_lag2 used as placebo outcome
